voucher_id	campaign
EN962DCADD3318878	Videocon201620may
END12417D5038A627	Videocon201620may
EN8C8C2AB7DB7C283	Videocon201620may
EN748CB4458CFD198	Videocon201620may
EN652E805AB80F6AE	Videocon201620may
ENB9EFE5B5EE9C49E	Videocon201620may
ENC767F20E3BF5B52	Videocon201620may
EN05A48089E2E61AC	Videocon201620may
EN1ABCB4C114E6F4E	Videocon201620may
EN44E073FD7C781BF	Videocon201620may
EN5B8A1233F6F0DDF	Videocon201620may
ENDD2CBBBDAA24DAE	Videocon201620may
ENEA6D9DE45BCF422	Videocon201620may
ENC5491240894DE1E	Videocon201620may
ENF3C88B681DB1F87	Videocon201620may
EN1B5D8E9DC37D283	Videocon201620may
EN940B9B7A0743643	Videocon201620may
EN504E57C0A37379F	Videocon201620may
ENEB1E6173666910C	Videocon201620may
ENDB1AF4934638D64	Videocon201620may
EN34DA91CD925B2C1	Videocon201620may
ENB586632B1AD2CAD	Videocon201620may
EN66C5D9A0CD747E2	Videocon201620may
EN7E545DB63ACB2AB	Videocon201620may
EN8F7630E5F99134C	Videocon201620may
EN80BADD7D0C6CE8D	Videocon201620may
ENE4F870BC956D9F9	Videocon201620may
ENFC1380DBA42E401	Videocon201620may
EN6A8F282DC99BF1A	Videocon201620may
EN94C6D825E47AE44	Videocon201620may
EN382EB01A26E5C5B	Videocon201620may
EN3A3183C3772011B	Videocon201620may
EN3001925DE8CE02F	Videocon201620may
EN3053FF32C278F4A	Videocon201620may
EN3DE6DBE46BCB0B1	Videocon201620may
EN8BDFAFC8EE86F7D	Videocon201620may
EN8988DC0AD6C9F4D	Videocon201620may
EN88403FDB936067A	Videocon201620may
EN38D2739C42695B5	Videocon201620may
EN5EE7419442C1507	Videocon201620may
EN5B4A3A0B8C75702	Videocon201620may
EN0955A1C142B7F42	Videocon201620may
EN5F1DB373E2E9739	Videocon201620may
EN7E6584FC377E5F5	Videocon201620may
EN8001F7D14DCE59A	Videocon201620may
ENE600367620CFE17	Videocon201620may
EN925F350A49B79B7	Videocon201620may
ENB0A51A7C8AB4044	Videocon201620may
ENDA029EFE7B9351A	Videocon201620may
ENDDBED2F2D07DB9B	Videocon201620may
ENDDDEECF4B60B6DF	Videocon201620may
EN57B98B0B1DD9550	Videocon201620may
EN0F2AD37C6D4476D	Videocon201620may
ENFC8A2A1D4FFFF17	Videocon201620may
ENFED9FEE66860A8A	Videocon201620may
ENB462E685B675BEA	Videocon201620may
EN8C38B47BDC3D50B	Videocon201620may
END1A2191395C0784	Videocon201620may
EN66E0B8458D84D90	Videocon201620may
EN6CC7E952C28856D	Videocon201620may
EN85B16314087A288	Videocon201620may
EN7D5F75129DAC373	Videocon201620may
EN5E048C3BA31A23D	Videocon201620may
EN3E09034BEB97D43	Videocon201620may
EN35D7361B423CEAC	Videocon201620may
END2FA23510BD0302	Videocon201620may
EN70C8CC167851DCD	Videocon201620may
EN287A7FDAEEF5C37	Videocon201620may
EN2D90168A198C520	Videocon201620may
EN1EFC8724D8C7961	Videocon201620may
EN94CB63673EA37C7	Videocon201620may
EN09910201FEB6915	Videocon201620may
EN04DF4BADAF83741	Videocon201620may
EN12F2DC74277915C	Videocon201620may
EN4D0F716A2A6C642	Videocon201620may
EN99C42A99C023335	Videocon201620may
EN3DC59560DBD564A	Videocon201620may
EN3AC2610AD17B4AB	Videocon201620may
EN3B643D416CC20B8	Videocon201620may
EN6DC80490242B631	Videocon201620may
ENC4BBE497159860E	Videocon201620may
ENE548FC029ABB7EC	Videocon201620may
ENB2CCF466D463FEF	Videocon201620may
ENB85AA6D0419606A	Videocon201620may
ENB94C8BFF222ED77	Videocon201620may
EN0A7E70858B2DDF6	Videocon201620may
ENC8D4768A762B2E9	Videocon201620may
ENFE69B6712E2EEC1	Videocon201620may
EN21E48AE75C1BD21	Videocon201620may
EN26731CD1128BEA8	Videocon201620may
EN6DBF1E8FB300F6E	Videocon201620may
EN69A3DAA29DAF440	Videocon201620may
EN8E49CE07090A03A	Videocon201620may
ENFCA8DE5DA8507AC	Videocon201620may
ENF7AEB2AF7578CB9	Videocon201620may
ENA0D58FB479F1111	Videocon201620may
EN991F6513A653CA2	Videocon201620may
ENC57E79E97DB58E5	Videocon201620may
ENE1984B2CD05E5DF	Videocon201620may
EN3A509CAEB12D6DB	Videocon201620may
EN32B688C962CBE7E	Videocon201620may
EN2AA175FDCA28AAD	Videocon201620may
ENBB2956F17EBC448	Videocon201620may
EN2BB5465781E9566	Videocon201620may
ENA257A07D790B447	Videocon201620may
EN331221FE8C5E1DA	Videocon201620may
END83324318A7C287	Videocon201620may
END9009223F4166AE	Videocon201620may
EN7F662E8A2F67BA0	Videocon201620may
EN8E28422C86B8E46	Videocon201620may
EN8AC18D1C1E800E0	Videocon201620may
ENBE0E26445004E44	Videocon201620may
EN6374986FC03D312	Videocon201620may
EN902D1BF9E66D759	Videocon201620may
EN007EBA8A3E443A6	Videocon201620may
ENCA3BA691A3AD60D	Videocon201620may
END48BAAE60B0D395	Videocon201620may
ENCD0F119F4FE366C	Videocon201620may
EN76728670A516E4B	Videocon201620may
ENBFB4881791FBEA5	Videocon201620may
ENF2B76E6153F089C	Videocon201620may
EN69F28DD856F2285	Videocon201620may
EN35EB2F4E9CC2278	Videocon201620may
EN7C51CE7D62CA820	Videocon201620may
EN23DD537641B278D	Videocon201620may
EN04F6AEE9E513459	Videocon201620may
EN0893AE6BDF15BBD	Videocon201620may
EN2D8BF2AA965A14E	Videocon201620may
EN97E755AD925DF79	Videocon201620may
EN873590951B21704	Videocon201620may
EN58BB132483E4C00	Videocon201620may
EN546DD599E2D4616	Videocon201620may
EN48177B759C46D3D	Videocon201620may
EN4F9A7B3CBC32B7D	Videocon201620may
EN2E023389937FF59	Videocon201620may
END5BDD03AB690740	Videocon201620may
EN45BE8B47567D921	Videocon201620may
EN82CC21420A9AEBD	Videocon201620may
ENBB14A380F1D2A8A	Videocon201620may
ENB6D635570CE7332	Videocon201620may
ENCAEEB4EB946F5C3	Videocon201620may
EN0AAFE4A345830AF	Videocon201620may
EN17316B68F371E6C	Videocon201620may
ENFDEFCD1CF964EA8	Videocon201620may
ENECF4FFA677AA891	Videocon201620may
EN639F36E019214FE	Videocon201620may
EN9D8E117C7D29B54	Videocon201620may
EN484F24454744AE6	Videocon201620may
EN4D2B324B26F515D	Videocon201620may
EN40C6141E87A4E9D	Videocon201620may
EN89D832F855E2CF4	Videocon201620may
EN8891070A5F9566E	Videocon201620may
EN04FE8599BFD26BB	Videocon201620may
EN004FD14DAED0365	Videocon201620may
ENC716810195F2E30	Videocon201620may
EN212CABC35F7945A	Videocon201620may
ENE7FF96BF6256DA5	Videocon201620may
EN89900B16F498373	Videocon201620may
ENA045F02908FD806	Videocon201620may
ENB660DCBDEC8477B	Videocon201620may
ENB54F99F2B3C986D	Videocon201620may
EN13203807804DBE0	Videocon201620may
EN58DE2849DAC52B8	Videocon201620may
EN5A7369695B762CE	Videocon201620may
EN7EAE5FD6268B747	Videocon201620may
ENDFA5D782DFCB0D6	Videocon201620may
EN9D7ED02ED0BAD2E	Videocon201620may
EN91A535C4FE60214	Videocon201620may
ENA2A1C6E17A708CE	Videocon201620may
ENDF0ECB18D5E33E2	Videocon201620may
END89B6A22E7EBE5E	Videocon201620may
ENB27884E1AD33246	Videocon201620may
EN8217DAF45C5BBF2	Videocon201620may
EN626DB248EBF0688	Videocon201620may
EN433A26D33A7C727	Videocon201620may
EN9AFAC1D6142EF98	Videocon201620may
EN5ACEF519E7E0EA4	Videocon201620may
EN4DAE58D15087970	Videocon201620may
ENB361C3A5E2FCA22	Videocon201620may
ENBBCCE82F976A4F3	Videocon201620may
ENDDECBDCCCD1579C	Videocon201620may
ENBEB4AF1DF667716	Videocon201620may
EN4E0251D585FF956	Videocon201620may
EN543113F09C9B99C	Videocon201620may
ENA31F4B6A11D952F	Videocon201620may
ENCFEE4ECD0899317	Videocon201620may
EN6C382B528B2626C	Videocon201620may
ENA3618CA94B68A88	Videocon201620may
EN9451D2B6638D788	Videocon201620may
ENEFA2E6F20A50749	Videocon201620may
ENA7FEA734F277A74	Videocon201620may
ENB05E1EC0614ACBB	Videocon201620may
EN132A4BE96007A3F	Videocon201620may
ENEB988FAA4E55707	Videocon201620may
EN73EAE7443F3E2DC	Videocon201620may
EN6821ADC7238D7C3	Videocon201620may
ENADB8D8C30860F0A	Videocon201620may
ENF193D1293F55E31	Videocon201620may
ENCEE7991BB163326	Videocon201620may
EN1B5B6BCF9AA060F	Videocon201620may
EN26E25C3CDB31C47	Videocon201620may
EN80206E111BB5D22	Videocon201620may
EN02F38970374F70B	Videocon201620may
EN5C055FC1EC0C787	Videocon201620may
EN56CFF607C616A38	Videocon201620may
EN560ADDDB4886CC1	Videocon201620may
EN423CC70C6BB73FD	Videocon201620may
EN89683AF7F1DB3AD	Videocon201620may
EN229393328583415	Videocon201620may
EN99EF740AD996FA2	Videocon201620may
ENBB75899B9B451C4	Videocon201620may
ENAE385CBC1BB1DB0	Videocon201620may
ENB6FC7B87718AA4F	Videocon201620may
EN2B909115F361C5E	Videocon201620may
EN15A5D3CE1EBDCD9	Videocon201620may
ENC2043FA7E09B9FE	Videocon201620may
EN7A2B918D333701C	Videocon201620may
EN83D1586B60BA7F3	Videocon201620may
ENE5CED8F4E4FFB12	Videocon201620may
EN0CB2E1F3BBA4387	Videocon201620may
EN0FCB599BE816BE8	Videocon201620may
EN5E6CD8982CBE49F	Videocon201620may
ENFF4279C1BDBEEC4	Videocon201620may
EN162E622A3251601	Videocon201620may
EN171F07FEB50B438	Videocon201620may
ENC25EE2B89574BE4	Videocon201620may
EN24F08D42781BA08	Videocon201620may
EN21BDEA6CEC12471	Videocon201620may
EN4B62B8E37F29B2F	Videocon201620may
EN5427D479492F940	Videocon201620may
END479F0159193FD1	Videocon201620may
ENB856DC8341DEC3A	Videocon201620may
EN60FF2B71D25658C	Videocon201620may
EN932B9F907217AE6	Videocon201620may
ENA5177FD2C0B9DAF	Videocon201620may
ENC878DDD8D151F48	Videocon201620may
EN1738EFFAC18E920	Videocon201620may
EN08B048CE26B1270	Videocon201620may
ENFA66AB2E7AAE4C5	Videocon201620may
EN3C48852CB377DC0	Videocon201620may
ENB9523ADE622E460	Videocon201620may
ENBFD5474EA047B5C	Videocon201620may
ENAD364CB6568F1BF	Videocon201620may
EN5B24C4E75B159BF	Videocon201620may
EN139597107DA700B	Videocon201620may
EN154BB62AD5828F0	Videocon201620may
EN33F6F378B03E226	Videocon201620may
EN34BAF6A3E1C0823	Videocon201620may
EN33C6B91054A1DF5	Videocon201620may
EN3DB06E23FAEEF8E	Videocon201620may
EN8E234F8201E10E2	Videocon201620may
ENE668A8518D16DCC	Videocon201620may
EN1C0E1068FA8FC8D	Videocon201620may
EN77A60DC1262D1A8	Videocon201620may
ENA478BA59F4D952D	Videocon201620may
ENA06DF4FD4F14EF7	Videocon201620may
ENA938BBB9BDCBC8C	Videocon201620may
ENB1D81F029C1F8C6	Videocon201620may
EN55F235F51D729B3	Videocon201620may
ENEB0B2CDA55F1E6B	Videocon201620may
ENE507E260F7CEE7A	Videocon201620may
ENA887B54CCAA00DD	Videocon201620may
EN8E032CDABC4AE0F	Videocon201620may
EN9A40FCCC2963413	Videocon201620may
EN65BAD371BA5150D	Videocon201620may
EN4E481EC75416E91	Videocon201620may
ENA20D0378FDB280D	Videocon201620may
EN3B88C1FBDF2913C	Videocon201620may
EN47748DD22BCEF87	Videocon201620may
EN17FBDF5A6F630FB	Videocon201620may
EN11E75B248F65530	Videocon201620may
EN2311F7D71BA47B2	Videocon201620may
EN1A3FD020D218CC5	Videocon201620may
ENDE1B3B7B015AEC9	Videocon201620may
ENC9269C5598E85BF	Videocon201620may
EN8EA05E164AAF99F	Videocon201620may
EN88CBD3F862E7863	Videocon201620may
ENA98D8FC4FAD59B4	Videocon201620may
EN86DF2BA3BB59306	Videocon201620may
EN9E27CCE92EA26F1	Videocon201620may
ENF47FF239163613E	Videocon201620may
ENC3B874041F20880	Videocon201620may
ENCF9263021123347	Videocon201620may
EN4F49851C6D4F39C	Videocon201620may
EN5BCB805C2DB61F5	Videocon201620may
EN8904DF3670ECFA6	Videocon201620may
ENB8B110E5DD92DFA	Videocon201620may
ENB0A731FFFAA2201	Videocon201620may
ENBC393D9F835B2CF	Videocon201620may
EN9210E2FA890FB39	Videocon201620may
ENA431E482B5018C5	Videocon201620may
EN94D129D1CC8778D	Videocon201620may
EN06A270C983F8636	Videocon201620may
EN1081D4D956C0108	Videocon201620may
EN688ACE558316944	Videocon201620may
EN46A448A4C4D975F	Videocon201620may
EN526A57097F5A317	Videocon201620may
EN1E5FCA900E22E20	Videocon201620may
END5E41B1C15ABAE5	Videocon201620may
ENF4E23778EB13152	Videocon201620may
ENECE70639411F40C	Videocon201620may
EN710712AF8E19007	Videocon201620may
EN6C09018ACA463CC	Videocon201620may
ENBFE8755CAE070A4	Videocon201620may
ENCF06ABEA6189F60	Videocon201620may
EN2F3777D66C1C9DA	Videocon201620may
ENF03BB1148970DED	Videocon201620may
EN954AB62CA682BF4	Videocon201620may
ENA4A747A37BE72B8	Videocon201620may
EN49C683167F04A2B	Videocon201620may
ENB5B71230E09555D	Videocon201620may
ENAE822D924707594	Videocon201620may
EN22FE5B7F5AE5D57	Videocon201620may
EN2607A353DD43E5A	Videocon201620may
EN2E900D1E1C71CA8	Videocon201620may
EN2F86D00CA0E1BAF	Videocon201620may
EN4F102879BD0CA52	Videocon201620may
ENC82639A5B924529	Videocon201620may
ENF84080D43FA2D57	Videocon201620may
EN8FFE84DC2425975	Videocon201620may
EN5AE8EF61C0E8916	Videocon201620may
END6452F255BE5FD8	Videocon201620may
ENEE132B61C484AFB	Videocon201620may
ENEE9E640D8B67E10	Videocon201620may
ENE3AB1BACD8C58B2	Videocon201620may
ENECE197AFFD88D08	Videocon201620may
ENEF4D91560AAAD70	Videocon201620may
EN3D7D49E11C71F7C	Videocon201620may
EN9AC3868E7813C4A	Videocon201620may
ENC7EEE7CA78532F9	Videocon201620may
ENC8CECA1F7489D8B	Videocon201620may
END41F00181981C0A	Videocon201620may
EN4478D431323363A	Videocon201620may
EN1FDAD978C675EC0	Videocon201620may
ENF7C203B97E52A73	Videocon201620may
ENB3C5257FD87EBA9	Videocon201620may
ENB0976A342C6A36A	Videocon201620may
EN01B725A6F90291D	Videocon201620may
EN19596A763104BB9	Videocon201620may
EN2615F2B2F6B38A1	Videocon201620may
EN43BF91624636381	Videocon201620may
EN6C00A6DF3CE56DD	Videocon201620may
EN69B75C0E073D6E2	Videocon201620may
ENAD338F179E6D3C7	Videocon201620may
ENCE9C75B09F1F438	Videocon201620may
ENC67C35DEB3022B6	Videocon201620may
ENE325A52D4EC995C	Videocon201620may
EN68273D45CC11BB5	Videocon201620may
EN63B7141B76A807F	Videocon201620may
EN8FC249908F9311E	Videocon201620may
EN8FA1C664D7D4F97	Videocon201620may
EN9C3785DD4CE3F32	Videocon201620may
EN9D4030B7953DBC0	Videocon201620may
EN3479AF7D7974D7A	Videocon201620may
EN563C4C95F2AE153	Videocon201620may
EN6CCCBC9AC0ACECE	Videocon201620may
EN70FCA61FCF46458	Videocon201620may
EN6398F6E39DA58C2	Videocon201620may
EN351255117811884	Videocon201620may
EN3357222FCC01DCC	Videocon201620may
EN23CA2C0F44D6027	Videocon201620may
ENFE7AE0250B499F9	Videocon201620may
ENF1C13717DC93BCC	Videocon201620may
ENF65F3E3D89924A0	Videocon201620may
EN34C8ABA427B7E59	Videocon201620may
EN9BB01F5B3490FAA	Videocon201620may
ENBF4528531282DD9	Videocon201620may
ENB72E20463F168EB	Videocon201620may
EN449CB8FE6BFC18B	Videocon201620may
EN7B8B4F554D6F2B1	Videocon201620may
EN61DDDABA0AC5369	Videocon201620may
EN24C5CB298FFA7A3	Videocon201620may
EN289C870B8D21A4C	Videocon201620may
EN183DA6DCD52CBF2	Videocon201620may
EN2B64218E5A4BB7C	Videocon201620may
ENF40A09E477939F7	Videocon201620may
ENC14942D45AD55B4	Videocon201620may
ENA12E3ED140D9B00	Videocon201620may
ENAC6BC2CD865DA4F	Videocon201620may
EN582439A330A79E6	Videocon201620may
EN28A4A1B987AAF09	Videocon201620may
EN0D27F9E185CF3DE	Videocon201620may
ENB7BE1581388B6D7	Videocon201620may
ENBDCB3E587C6D7EF	Videocon201620may
ENBCC7B21C0A6B0B7	Videocon201620may
EN62DD61FCDAF5036	Videocon201620may
EN4B0D071176E6DB7	Videocon201620may
EN80EF02B1F0EA33D	Videocon201620may
EN447357D4DABECF8	Videocon201620may
ENF143FAF80DD4DFA	Videocon201620may
ENEC652BD660DBF7C	Videocon201620may
ENDE0E94FC643C5D4	Videocon201620may
EN04CAF42503A1FA3	Videocon201620may
EN30806A49742D1B5	Videocon201620may
EN3D7407752996CB7	Videocon201620may
EN73469DCC77A7CA7	Videocon201620may
EN1DF4A2C8F89CC91	Videocon201620may
ENCC18C4F67020959	Videocon201620may
ENDF60302E65AA512	Videocon201620may
EN43DF5727D5EB77F	Videocon201620may
EN68728C24DA80D2F	Videocon201620may
EN8DD128B38AF8519	Videocon201620may
EN5628E09E13EF199	Videocon201620may
END4977159E6BD56E	Videocon201620may
ENF3A958C22C905D1	Videocon201620may
ENA17A64FE8634013	Videocon201620may
EN99863B9C5DE0F09	Videocon201620may
ENE3644E007BE2672	Videocon201620may
ENEED25CF6E0E68AE	Videocon201620may
EN46DE9872194B888	Videocon201620may
